id,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,AST,REB,ALL_STAR_APPEARANCES,PIE,PTS
2166,Mike,Brittain,Mike Brittain,"Brittain, Mike",M. Brittain,mike-brittain,1963-06-21T00:00:00,South Carolina,USA,South Carolina/USA,84.00,235.00,1,40,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_mike_brittain,1985,1986,N,Y,Y,1985,2,29,0.20,1.40,0.00,,2.74
2328,Charles,Jenkins,Charles Jenkins,"Jenkins, Charles",C. Jenkins,charles-jenkins,1989-02-28T00:00:00,Hofstra,USA,Hofstra/USA,75.00,215.00,2,31,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,charles_jenkins,2011,2012,N,Y,Y,2011,2,44,1.90,0.90,0.00,,4.74
3684,Harvey,Marlatt,Harvey Marlatt,"Marlatt, Harvey",H. Marlatt,harvey-marlatt,1948-08-26T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,75.00,185.00,2,26,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_harvey_marlatt,1970,1972,N,Y,Y,Undrafted,Undrafted,Undrafted,1.50,1.40,0.00,,4.74
330,Gaylon,Nickerson,Gaylon Nickerson,"Nickerson, Gaylon",G. Nickerson,gaylon-nickerson,1969-02-06T00:00:00,Nortwestern Oklahoma State,USA,Nortwestern Oklahoma State/USA,75.00,190.00,0,,Guard,Inactive,N,0,,,,,gaylon_nickerson,1996,1996,N,Y,Y,1994,2,34,0.30,1.30,0.00,,4.84
569,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,83.00,240.00,21,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995,2015,N,Y,Y,1995,1,5,3.70,10.00,14.00,,18.84
1575,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,tyler-johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State/USA,75.00,186.00,6,10,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,tyler_johnson,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.90,1.80,,0.07,6.24
532,Ben,Warley,Ben Warley,"Warley, Ben",B. Warley,ben-warley,1936-09-04T00:00:00,Tennessee State,USA,Tennessee State/USA,77.00,200.00,4,33,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ben_warley,1962,1966,N,Y,Y,1961,1,6,0.70,5.30,0.00,,7.14
3667,Willie,Wise,Willie Wise,"Wise, Willie",W. Wise,willie-wise,1947-03-03T00:00:00,Drake,USA,Drake/USA,78.00,210.00,1,42,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_willie_wise,1976,1977,N,Y,Y,1969,5,64,1.80,3.30,0.00,,9.04
983,Damien,Inglis,Damien Inglis,"Inglis, Damien",D. Inglis,damien-inglis,1995-05-20T00:00:00,Chorale Roanne,France,Chorale Roanne/France,80.00,246.00,1,17,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,damien_inglis,2014,2015,Y,Y,Y,2014,2,31,0.50,1.60,0.00,,2.84
2097,Alvin,Jones,Alvin Jones,"Jones, Alvin",A. Jones,alvin-jones,1978-09-09T00:00:00,Georgia Tech,USA,Georgia Tech/USA,83.00,265.00,1,42,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,alvin_jones,2001,2002,N,Y,Y,2001,2,56,0.10,1.60,0.00,,2.14
965,Ken,Charles,Ken Charles,"Charles, Ken",K. Charles,ken-charles,1951-07-10T00:00:00,Fordham,USA,Fordham/USA,75.00,180.00,4,44,Guard,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_ken_charles,1973,1977,N,Y,Y,1973,3,38,2.50,2.00,0.00,,9.54
1266,Wayne,Simien,Wayne Simien,"Simien, Wayne",W. Simien,wayne-simien,1983-03-09T00:00:00,Kansas,USA,Kansas/USA,81.00,250.00,2,25,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,wayne_simien,2005,2006,N,Y,Y,2005,1,29,0.20,1.90,0.00,,4.34
3740,Gerry,Calabrese,Gerry Calabrese,"Calabrese, Gerry",G. Calabrese,gerry-calabrese,1925-02-04T00:00:00,St. John's,USA,St. John's/USA,73.00,175.00,1,13,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_gerry_calabrese,1950,1951,N,Y,Y,1950,2,None,1.40,1.40,0.00,,5.74
875,Rod,Hundley,Rod Hundley,"Hundley, Rod",R. Hundley,rod-hundley,1934-10-26T00:00:00,West Virginia,USA,West Virginia/USA,76.00,185.00,5,33,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_rod_hundley,1957,1962,N,Y,Y,1957,1,1,3.40,3.30,2.00,,9.44
3656,Willie,White,Willie White,"White, Willie",W. White,willie-white,1962-08-20T00:00:00,Tennessee-Chattanooga,USA,Tennessee-Chattanooga/USA,75.00,195.00,1,10,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_willie_white,1984,1985,N,Y,Y,1984,2,42,1.00,1.00,0.00,,4.74
1665,Bam,Adebayo,Bam Adebayo,"Adebayo, Bam",B. Adebayo,bam-adebayo,1997-07-18T00:00:00,Kentucky,USA,Kentucky/USA,81.00,255.00,3,13,Center-Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,bam_adebayo,2017,2020,N,Y,Y,2017,1,14,5.40,9.50,,0.17,20.24
3375,Steve,Scheffler,Steve Scheffler,"Scheffler, Steve",S. Scheffler,steve-scheffler,1967-09-03T00:00:00,Purdue,USA,Purdue/USA,81.00,250.00,6,,Forward,Inactive,N,0,,,,,steve_scheffler,1990,1996,N,Y,Y,1990,2,39,0.10,1.00,0.00,,2.94
362,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,73.00,200.00,2,4,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jevon_carter,2018,2020,Y,Y,Y,2018,2,32,1.10,1.10,,0.07,3.84
1392,John,Janisch,John Janisch,"Janisch, John",J. Janisch,john-janisch,1920-03-15T00:00:00,Valparaiso,USA,Valparaiso/USA,75.00,200.00,1,,Forward,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_john_janisch,1946,1947,N,Y,Y,Undrafted,Undrafted,Undrafted,0.70,,0.00,,11.54
1630,Frank,Kudelka,Frank Kudelka,"Kudelka, Frank",F. Kudelka,frank-kudelka,1925-06-25T00:00:00,St. Mary's (CA),USA,St. Mary's (CA)/USA,74.00,193.00,3,14,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_apples_kudelka,1949,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,2.10,3.20,0.00,,8.24
3915,Lucious,Harris,Lucious Harris,"Harris, Lucious",L. Harris,lucious-harris,1970-12-18T00:00:00,Long Beach State,USA,Long Beach State/USA,77.00,205.00,11,,Guard,Inactive,N,0,,,,,lucious_harris,1993,2004,N,Y,Y,1993,2,28,1.40,2.30,0.00,,8.24
1600,Mike,Williams,Mike Williams,"Williams, Mike",M. Williams,mike-williams,1963-08-14T00:00:00,Bradley,USA,Bradley/USA,80.00,255.00,0,35,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_mike_williams,1989,1989,N,Y,Y,1986,3,51,0.10,1.10,0.00,,1.74
4372,Melvin,Sanders,Melvin Sanders,"Sanders, Melvin",M. Sanders,melvin-sanders,1981-01-03T00:00:00,Oklahoma State,USA,Oklahoma State/USA,77.00,210.00,1,,Guard-Forward,Inactive,N,0,,,,,melvin_sanders,2005,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.20,1.40,0.00,,3.64
2051,John,Salmons,John Salmons,"Salmons, John",J. Salmons,john-salmons,1979-12-12T00:00:00,Miami,USA,Miami/USA,78.00,210.00,12,,Forward,Inactive,N,0,,,,,john_salmons,2002,2014,N,Y,Y,2002,1,26,2.40,2.90,0.00,,10.34
3842,Phil,Hubbard,Phil Hubbard,"Hubbard, Phil",P. Hubbard,phil-hubbard,1956-12-13T00:00:00,Michigan,USA,Michigan/USA,80.00,215.00,9,35,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_phil_hubbard,1979,1988,N,Y,Y,1979,1,15,1.30,5.30,0.00,,11.94
2173,Larry,Bird,Larry Bird,"Bird, Larry",L. Bird,larry-bird,1956-12-07T00:00:00,Indiana State,USA,Indiana State/USA,81.00,220.00,12,33,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,larry_bird,1979,1991,N,Y,Y,1978,1,6,6.30,10.00,10.00,,25.34
4462,Will,Cherry,Will Cherry,"Cherry, Will",W. Cherry,will-cherry,1991-02-08T00:00:00,Montana,USA,Montana/USA,,,1,,,Inactive,N,0,,,,,will_cherry,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.00,0.60,0.00,,2.94
1149,John,McCullough,John McCullough,"McCullough, John",J. McCullough,john-mccullough,1956-10-05T00:00:00,Oklahoma,USA,Oklahoma/USA,76.00,190.00,0,8,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_john_mccullough,1981,1981,N,Y,Y,1979,4,85,0.40,0.50,0.00,,3.64
3095,Donyell,Marshall,Donyell Marshall,"Marshall, Donyell",D. Marshall,donyell-marshall,1973-05-18T00:00:00,Connecticut,USA,Connecticut/USA,81.00,245.00,15,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,donyell_marshall,1994,2008,N,Y,Y,1994,1,4,1.40,6.70,0.00,,12.24
2957,Tyler,Davis,Tyler Davis,"Davis, Tyler",T. Davis,tyler-davis,1997-05-22T00:00:00,Texas A&M,USA,Texas A&M/USA,82.00,266.00,0,,Center,Inactive,N,0,,,,,tyler_davis,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.00,1.00,0.00,,1.04
1060,Cartier,Martin,Cartier Martin,"Martin, Cartier",C. Martin,cartier-martin,1984-11-20T00:00:00,Kansas State,USA,Kansas State/USA,79.00,220.00,7,35,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,cartier_martin,2008,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,1.90,0.00,,6.14
33,Keith,Erickson,Keith Erickson,"Erickson, Keith",K. Erickson,keith-erickson,1944-04-19T00:00:00,UCLA,USA,UCLA/USA,77.00,195.00,11,14,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1965,1976,N,Y,Y,1965,3,18,2.60,4.50,0.00,,10.54
2069,Stephen,Jackson,Stephen Jackson,"Jackson, Stephen",S. Jackson,stephen-jackson,1978-04-05T00:00:00,Butler C.C. (KS),USA,Butler C.C. (KS)/USA,80.00,220.00,13,,Guard-Forward,Inactive,N,0,,,,,stephen_jackson,2000,2013,N,Y,Y,1997,2,42,3.10,3.90,0.00,,16.14
3499,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,1997-06-18T00:00:00,Cincinnati,USA,Cincinnati/USA,76.00,210.00,2,12,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jacob_evans,2018,2019,Y,Y,Y,2018,1,28,0.90,1.10,0.00,,3.84
460,Tony,White,Tony White,"White, Tony",T. White,tony-white,1965-02-15T00:00:00,Tennessee,USA,Tennessee/USA,74.00,170.00,0,4,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_tony_white,1987,1987,N,Y,Y,1987,2,33,1.20,0.60,0.00,,6.34
1924,Tyrone,Wallace,Tyrone Wallace,"Wallace, Tyrone",T. Wallace,tyrone-wallace,1994-06-10T00:00:00,California,USA,California/USA,77.00,198.00,2,,Guard,Inactive,N,0,,,,,tyrone_wallace,2017,2019,Y,Y,Y,2016,2,60,1.20,2.20,0.00,,6.24
3162,Nick,Collison,Nick Collison,"Collison, Nick",N. Collison,nick-collison,1980-10-26T00:00:00,Kansas,USA,Kansas/USA,82.00,255.00,14,4,Forward-Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,nick_collison,2003,2017,N,Y,Y,2003,1,12,1.00,5.20,0.00,,6.94
3176,Arinze,Onuaku,Arinze Onuaku,"Onuaku, Arinze",A. Onuaku,arinze-onuaku,1987-07-13T00:00:00,Syracuse,USA,Syracuse/USA,81.00,255.00,2,,Forward-Center,Inactive,N,0,,,,,arinze_onuaku,2013,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,1.80,0.00,,2.84
446,John,Shumate,John Shumate,"Shumate, John",J. Shumate,john-shumate,1952-04-06T00:00:00,Notre Dame,USA,Notre Dame/USA,81.00,235.00,4,34,Forward,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_john_shumate,1975,1980,N,Y,Y,1974,1,4,1.80,7.50,0.00,,13.34
1162,Craig,Brackins,Craig Brackins,"Brackins, Craig",C. Brackins,craig-brackins,1987-10-09T00:00:00,Iowa State,USA,Iowa State/USA,82.00,230.00,2,33,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,craig_brackins,2010,2011,Y,Y,Y,2010,1,21,0.50,1.10,0.00,,2.84
1283,Glen,Gondrezick,Glen Gondrezick,"Gondrezick, Glen",G. Gondrezick,glen-gondrezick,1955-08-30T00:00:00,UNLV,USA,UNLV/USA,78.00,218.00,5,22,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_glen_gondrezick,1977,1982,N,Y,Y,1977,2,26,1.40,4.50,0.00,,6.84
3313,Nick,Shaback,Nick Shaback,"Shaback, Nick",N. Shaback,nick-shaback,1918-09-10T00:00:00,James Monroe HS (NY),USA,James Monroe HS (NY)/USA,71.00,180.00,0,,Guard,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_nick_shaback,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,0.50,,0.00,,5.64
1143,Dillard,Crocker,Dillard Crocker,"Crocker, Dillard",D. Crocker,dillard-crocker,1925-01-19T00:00:00,Western Michigan,USA,Western Michigan/USA,76.00,205.00,3,7,Forward,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_dillard_crocker,1948,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,1.30,2.20,0.00,,9.84
2692,Mark,Davis,Mark Davis,"Davis, Mark",M. Davis,mark-davis,1973-04-26T00:00:00,Texas Tech,USA,Texas Tech/USA,79.00,205.00,4,7,Guard-Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,mark_davis,1995,1999,N,Y,Y,1995,2,48,1.30,3.00,0.00,,6.54
1629,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,luol-deng,1985-04-16T00:00:00,Duke,United Kingdom,Duke/United Kingdom,81.00,237.00,15,9,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luol_deng,2004,2018,N,Y,Y,2004,1,7,2.30,6.10,2.00,,15.84
2164,Darnell,Jackson,Darnell Jackson,"Jackson, Darnell",D. Jackson,darnell-jackson,1985-11-07T00:00:00,Kansas,USA,Kansas/USA,81.00,253.00,3,41,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darnell_jackson,2008,2010,Y,Y,Y,2008,2,52,0.20,1.50,0.00,,3.24
4486,Jimmy,Walker,Jimmy Walker,"Walker, Jimmy",J. Walker,jimmy-walker,1944-04-08T00:00:00,Providence,USA,Providence/USA,75.00,195.00,8,24,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_jimmy_walker,1967,1975,N,Y,Y,1967,1,1,3.50,2.70,2.00,,17.74
2772,Sean,May,Sean May,"May, Sean",S. May,sean-may,1984-04-04T00:00:00,North Carolina,USA,North Carolina/USA,81.00,266.00,4,42,Center-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,sean_may,2005,2009,N,Y,Y,2005,1,13,1.00,4.00,0.00,,7.94
4359,Glen,Davis,Glen Davis,"Davis, Glen",G. Davis,glen-davis,1986-01-01T00:00:00,Louisiana State,USA,Louisiana State/USA,81.00,289.00,7,0,Forward-Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,glen_davis,2007,2014,N,Y,Y,2007,2,35,0.90,4.40,0.00,,9.04
2397,Darrell,Arthur,Darrell Arthur,"Arthur, Darrell",D. Arthur,darrell-arthur,1988-03-25T00:00:00,Kansas,USA,Kansas/USA,81.00,235.00,9,00,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,darrell_arthur,2008,2017,N,Y,Y,2008,1,27,0.80,3.50,0.00,,7.54
2052,Bob,Carpenter,Bob Carpenter,"Carpenter, Bob",B. Carpenter,bob-carpenter,1917-11-06T00:00:00,Texas A&M-Commerce,USA,Texas A&M-Commerce/USA,77.00,200.00,1,10-15,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_bob_carpenter,1949,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,1.40,4.10,0.00,,8.74
3209,Mike,Newlin,Mike Newlin,"Newlin, Mike",M. Newlin,mike-newlin,1949-01-02T00:00:00,Utah,USA,Utah/USA,76.00,200.00,10,14,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_mike_newlin,1971,1981,N,Y,Y,1971,2,24,4.00,3.00,0.00,,15.94
3772,Bill,Calhoun,Bill Calhoun,"Calhoun, Bill",B. Calhoun,bill-calhoun,1927-11-04T00:00:00,CC of San Francisco,USA,CC of San Francisco/USA,75.00,180.00,6,3,Forward,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_bill_calhoun,1948,1954,N,Y,Y,Undrafted,Undrafted,Undrafted,2.30,4.00,0.00,,8.84
4409,Bruce,Bowen,Bruce Bowen,"Bowen, Bruce",B. Bowen,bruce-bowen,1971-06-14T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,79.00,200.00,13,12,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,bruce_bowen,1996,2008,N,Y,Y,Undrafted,Undrafted,Undrafted,1.20,2.80,0.00,,7.14
1284,Don,Savage,Don Savage,"Savage, Don",D. Savage,don-savage,1928-04-09T00:00:00,Le Moyne,USA,Le Moyne/USA,75.00,205.00,1,15,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_don_savage,1951,1956,N,Y,Y,1951,2,14,0.80,1.80,0.00,,4.24
3404,Ray,Ragelis,Ray Ragelis,"Ragelis, Ray",R. Ragelis,ray-ragelis,1928-12-10T00:00:00,Northwestern,USA,Northwestern/USA,76.00,205.00,0,18,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_ray_ragelis,1951,1951,N,Y,Y,1951,2,17,0.60,1.50,0.00,,2.34
1604,Loy,Petersen,Loy Petersen,"Petersen, Loy",L. Petersen,loy-petersen,1945-07-26T00:00:00,Oregon State,USA,Oregon State/USA,77.00,205.00,1,15,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_loy_petersen,1968,1969,N,Y,Y,1968,2,17,0.70,1.00,0.00,,3.94
2018,Sid,Tannenbaum,Sid Tannenbaum,"Tannenbaum, Sid",S. Tannenbaum,sid-tannenbaum,1925-10-08T00:00:00,New York University,USA,New York University/USA,72.00,160.00,1,6,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_sid_tannenbaum,1947,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,2.30,,0.00,,10.04
3188,Ollie,Mack,Ollie Mack,"Mack, Ollie",O. Mack,ollie-mack,1957-06-06T00:00:00,East Carolina,USA,East Carolina/USA,75.00,185.00,2,17,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_ollie_mack,1979,1981,N,Y,Y,1979,2,25,1.80,2.50,0.00,,8.24
288,Dan,Swartz,Dan Swartz,"Swartz, Dan",D. Swartz,dan-swartz,1934-12-23T00:00:00,Morehead State,USA,Morehead State/USA,76.00,215.00,0,12,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_dogpatch_swartz,1962,1962,N,Y,Y,1956,4,None,0.50,2.30,0.00,,5.54
206,Ed,Dahler,Ed Dahler,"Dahler, Ed",E. Dahler,ed-dahler,1926-01-31T00:00:00,Duquesne,USA,Duquesne/USA,77.00,190.00,0,16,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_ed_dahler,1951,1951,N,Y,Y,1950,2,None,0.40,1.60,0.00,,3.54
4258,Henry,Turner,Henry Turner,"Turner, Henry",H. Turner,henry-turner,1966-08-18T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,79.00,200.00,1,9,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_henry_turner,1989,1994,N,Y,Y,Undrafted,Undrafted,Undrafted,0.40,1.20,0.00,,4.44
4323,George,Karl,George Karl,"Karl, George",G. Karl,george-karl,1951-05-12T00:00:00,North Carolina,USA,North Carolina/USA,74.00,185.00,1,22,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_dupp_george_karl,1976,1977,N,Y,Y,1973,4,66,1.50,0.70,0.00,,3.64
3898,Nelson,Bobb,Nelson Bobb,"Bobb, Nelson",N. Bobb,nelson-bobb,1924-02-25T00:00:00,Temple,USA,Temple/USA,72.00,170.00,3,5,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_nelson_bobb,1949,1952,N,Y,Y,1949,3,None,2.10,2.40,0.00,,5.64
4324,Bryan,Warrick,Bryan Warrick,"Warrick, Bryan",B. Warrick,bryan-warrick,1959-07-22T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,77.00,195.00,3,12,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_bryan_warrick,1982,1985,N,Y,Y,1982,2,25,2.60,1.30,0.00,,5.04
913,Ron,Filipek,Ron Filipek,"Filipek, Ron",R. Filipek,ron-filipek,1944-02-05T00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,77.00,205.00,0,20,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ron_filipek,1967,1967,N,Y,Y,1967,9,100,0.40,1.30,0.00,,3.34
4329,Quentin,Richardson,Quentin Richardson,"Richardson, Quentin",Q. Richardson,quentin-richardson,1980-04-13T00:00:00,DePaul,USA,DePaul/USA,78.00,228.00,13,55,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,quentin_richardson,2000,2012,N,Y,Y,2000,1,18,1.50,4.70,0.00,,11.34
1599,Ruben,Wolkowyski,Ruben Wolkowyski,"Wolkowyski, Ruben",R. Wolkowyski,ruben-wolkowyski,1973-09-30T00:00:00,Estudiantes de Olavarria,Argentina,Estudiantes de Olavarria/Argentina,82.00,275.00,1,45,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,ruben_wolkowyski,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,0.10,1.10,0.00,,3.04
3634,Geoff,Huston,Geoff Huston,"Huston, Geoff",G. Huston,geoff-huston,1957-11-08T00:00:00,Texas Tech,USA,Texas Tech/USA,74.00,175.00,7,15,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_geoff_huston,1979,1986,N,Y,Y,1979,3,50,5.10,1.40,0.00,,9.84
2653,Marcus,Smart,Marcus Smart,"Smart, Marcus",M. Smart,marcus-smart,1994-03-06T00:00:00,Oklahoma State,USA,Oklahoma State/USA,75.00,220.00,6,36,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,marcus_smart,2014,2020,Y,Y,Y,2014,1,6,5.40,2.80,,0.09,13.84
1932,Henry,Ward,Henry Ward,"Ward, Henry",H. Ward,henry-ward,1952-01-30T00:00:00,Jackson State,USA,Jackson State/USA,76.00,195.00,0,15,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_henry_ward,1976,1976,N,Y,Y,1975,6,99,0.20,1.20,0.00,,4.14
1196,Rodney,Carney,Rodney Carney,"Carney, Rodney",R. Carney,rodney-carney,1984-04-05T00:00:00,Memphis,USA,Memphis/USA,79.00,205.00,4,,Forward,Inactive,N,0,,,,,rodney_carney,2006,2010,Y,Y,Y,2006,1,16,0.40,2.00,0.00,,6.94
2882,Lamar,Odom,Lamar Odom,"Odom, Lamar",L. Odom,lamar-odom,1979-11-06T00:00:00,Rhode Island,USA,Rhode Island/USA,82.00,230.00,14,,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,lamar_odom,1999,2013,N,Y,Y,1999,1,4,3.70,8.40,0.00,,14.34
1426,Todd,Fuller,Todd Fuller,"Fuller, Todd",T. Fuller,todd-fuller,1974-07-25T00:00:00,North Carolina State,USA,North Carolina State/USA,,,4,,Center,Inactive,N,0,,,,,todd_fuller,1996,2000,N,Y,Y,1996,1,11,0.20,3.00,0.00,,4.74
2004,Scott,Roth,Scott Roth,"Roth, Scott",S. Roth,scott-roth,1963-06-03T00:00:00,Wisconsin,USA,Wisconsin/USA,80.00,212.00,2,3,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADD_scott_roth,1987,1989,N,Y,Y,1985,4,82,1.20,1.30,0.00,,5.74
539,Alex,Bradley,Alex Bradley,"Bradley, Alex",A. Bradley,alex-bradley,1959-10-30T00:00:00,Villanova,USA,Villanova/USA,78.00,215.00,0,30,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_alex_bradley,1981,1981,N,Y,Y,1981,4,86,0.30,1.70,0.00,,4.54
1584,Jeff,Withey,Jeff Withey,"Withey, Jeff",J. Withey,jeff-withey,1990-03-07T00:00:00,Kansas,USA,Kansas/USA,84.00,230.00,4,,Center,Inactive,N,0,,,,,jeff_withey,2013,2017,N,Y,Y,2013,2,39,0.30,2.50,0.00,,4.24
453,Oscar,Robertson,Oscar Robertson,"Robertson, Oscar",O. Robertson,oscar-robertson,1938-11-24T00:00:00,Cincinnati,USA,Cincinnati/USA,77.00,205.00,13,14,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_oscar_robertson,1960,1973,N,Y,Y,1960,1,1,9.50,7.50,12.00,,26.74
2057,Ricky,Sobers,Ricky Sobers,"Sobers, Ricky",R. Sobers,ricky-sobers,1953-01-15T00:00:00,UNLV,USA,UNLV/USA,75.00,198.00,10,14,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_ricky_sobers,1975,1985,N,Y,Y,1975,1,16,4.30,2.60,0.00,,14.34
